alert_id,alert_type,location,station_id,district,latitude,longitude,forecast_horizon,risk_score,risk_tier,alert_severity,susceptibility,rainfall_trigger_index,forecast_rainfall_mm,timestamp,status,risk_mode,disclaimer
ALT-GRID-00090,REGIONAL_GRID_CELL,"Cell COARSE_C02270 (27.191N, 88.638E)",COARSE_C02270,East Sikkim,27.191,88.638,+6h,0.6153,High,HIGH,0.9734,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00091,REGIONAL_GRID_CELL,"Cell COARSE_C02271 (27.191N, 88.639E)",COARSE_C02271,East Sikkim,27.191,88.639,+6h,0.6198,High,HIGH,0.9815,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00092,REGIONAL_GRID_CELL,"Cell COARSE_C02274 (27.191N, 88.642E)",COARSE_C02274,East Sikkim,27.191,88.642,+6h,0.6132,High,HIGH,0.9695,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00093,REGIONAL_GRID_CELL,"Cell COARSE_C02275 (27.191N, 88.643E)",COARSE_C02275,East Sikkim,27.191,88.643,+6h,0.6113,High,HIGH,0.9661,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00094,REGIONAL_GRID_CELL,"Cell COARSE_C02419 (27.192N, 88.586E)",COARSE_C02419,East Sikkim,27.192,88.586,+6h,0.574,High,HIGH,0.8986,0.26,18.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00095,REGIONAL_GRID_CELL,"Cell COARSE_C02423 (27.192N, 88.590E)",COARSE_C02423,East Sikkim,27.192,88.59,+6h,0.5692,High,HIGH,0.8899,0.26,18.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00096,REGIONAL_GRID_CELL,"Cell COARSE_C02431 (27.192N, 88.598E)",COARSE_C02431,East Sikkim,27.192,88.598,+6h,0.5542,High,HIGH,0.8626,0.26,18.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00097,REGIONAL_GRID_CELL,"Cell COARSE_C02455 (27.192N, 88.622E)",COARSE_C02455,East Sikkim,27.192,88.622,+6h,0.6277,High,HIGH,0.9959,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00098,REGIONAL_GRID_CELL,"Cell COARSE_C02456 (27.192N, 88.623E)",COARSE_C02456,East Sikkim,27.192,88.623,+6h,0.6274,High,HIGH,0.9952,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00099,REGIONAL_GRID_CELL,"Cell COARSE_C02460 (27.192N, 88.627E)",COARSE_C02460,East Sikkim,27.192,88.627,+6h,0.5882,High,HIGH,0.9243,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00100,REGIONAL_GRID_CELL,"Cell COARSE_C02462 (27.192N, 88.629E)",COARSE_C02462,East Sikkim,27.192,88.629,+6h,0.6274,High,HIGH,0.9952,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00101,REGIONAL_GRID_CELL,"Cell COARSE_C02472 (27.192N, 88.639E)",COARSE_C02472,East Sikkim,27.192,88.639,+6h,0.5877,High,HIGH,0.9234,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00102,REGIONAL_GRID_CELL,"Cell COARSE_C02473 (27.192N, 88.640E)",COARSE_C02473,East Sikkim,27.192,88.64,+6h,0.592,High,HIGH,0.9311,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00103,REGIONAL_GRID_CELL,"Cell COARSE_C02474 (27.192N, 88.641E)",COARSE_C02474,East Sikkim,27.192,88.641,+6h,0.587,High,HIGH,0.9221,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00104,REGIONAL_GRID_CELL,"Cell COARSE_C02475 (27.192N, 88.642E)",COARSE_C02475,East Sikkim,27.192,88.642,+6h,0.597,High,HIGH,0.9402,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00105,REGIONAL_GRID_CELL,"Cell COARSE_C02625 (27.193N, 88.591E)",COARSE_C02625,East Sikkim,27.193,88.591,+6h,0.5552,High,HIGH,0.8644,0.26,18.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00106,REGIONAL_GRID_CELL,"Cell COARSE_C02639 (27.193N, 88.605E)",COARSE_C02639,East Sikkim,27.193,88.605,+6h,0.5634,High,HIGH,0.8793,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00107,REGIONAL_GRID_CELL,"Cell COARSE_C02656 (27.193N, 88.622E)",COARSE_C02656,East Sikkim,27.193,88.622,+6h,0.5897,High,HIGH,0.9269,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00108,REGIONAL_GRID_CELL,"Cell COARSE_C02661 (27.193N, 88.627E)",COARSE_C02661,East Sikkim,27.193,88.627,+6h,0.6268,High,HIGH,0.9942,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00109,REGIONAL_GRID_CELL,"Cell COARSE_C02845 (27.194N, 88.610E)",COARSE_C02845,East Sikkim,27.194,88.61,+6h,0.6191,High,HIGH,0.9803,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00110,REGIONAL_GRID_CELL,"Cell COARSE_C02846 (27.194N, 88.611E)",COARSE_C02846,East Sikkim,27.194,88.611,+6h,0.6176,High,HIGH,0.9775,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00111,REGIONAL_GRID_CELL,"Cell COARSE_C02847 (27.194N, 88.612E)",COARSE_C02847,East Sikkim,27.194,88.612,+6h,0.6172,High,HIGH,0.9768,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00112,REGIONAL_GRID_CELL,"Cell COARSE_C02858 (27.194N, 88.623E)",COARSE_C02858,East Sikkim,27.194,88.623,+6h,0.6276,High,HIGH,0.9956,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00113,REGIONAL_GRID_CELL,"Cell COARSE_C02860 (27.194N, 88.625E)",COARSE_C02860,East Sikkim,27.194,88.625,+6h,0.5931,High,HIGH,0.9332,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00114,REGIONAL_GRID_CELL,"Cell COARSE_C02870 (27.194N, 88.635E)",COARSE_C02870,East Sikkim,27.194,88.635,+6h,0.6033,High,HIGH,0.9516,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00115,REGIONAL_GRID_CELL,"Cell COARSE_C03049 (27.195N, 88.613E)",COARSE_C03049,East Sikkim,27.195,88.613,+6h,0.5901,High,HIGH,0.9277,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00116,REGIONAL_GRID_CELL,"Cell COARSE_C03050 (27.195N, 88.614E)",COARSE_C03050,East Sikkim,27.195,88.614,+6h,0.5854,High,HIGH,0.9191,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00117,REGIONAL_GRID_CELL,"Cell COARSE_C03051 (27.195N, 88.615E)",COARSE_C03051,East Sikkim,27.195,88.615,+6h,0.5751,High,HIGH,0.9005,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00118,REGIONAL_GRID_CELL,"Cell COARSE_C03056 (27.195N, 88.620E)",COARSE_C03056,East Sikkim,27.195,88.62,+6h,0.6268,High,HIGH,0.9941,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00119,REGIONAL_GRID_CELL,"Cell COARSE_C03057 (27.195N, 88.621E)",COARSE_C03057,East Sikkim,27.195,88.621,+6h,0.6257,High,HIGH,0.9922,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00120,REGIONAL_GRID_CELL,"Cell COARSE_C03058 (27.195N, 88.622E)",COARSE_C03058,East Sikkim,27.195,88.622,+6h,0.6263,High,HIGH,0.9932,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00121,REGIONAL_GRID_CELL,"Cell COARSE_C03061 (27.195N, 88.625E)",COARSE_C03061,East Sikkim,27.195,88.625,+6h,0.6285,High,HIGH,0.9972,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00122,REGIONAL_GRID_CELL,"Cell COARSE_C03248 (27.196N, 88.611E)",COARSE_C03248,East Sikkim,27.196,88.611,+6h,0.6269,High,HIGH,0.9943,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00123,REGIONAL_GRID_CELL,"Cell COARSE_C03250 (27.196N, 88.613E)",COARSE_C03250,East Sikkim,27.196,88.613,+6h,0.6066,High,HIGH,0.9576,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00124,REGIONAL_GRID_CELL,"Cell COARSE_C03251 (27.196N, 88.614E)",COARSE_C03251,East Sikkim,27.196,88.614,+6h,0.6081,High,HIGH,0.9604,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00125,REGIONAL_GRID_CELL,"Cell COARSE_C03252 (27.196N, 88.615E)",COARSE_C03252,East Sikkim,27.196,88.615,+6h,0.6269,High,HIGH,0.9943,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00126,REGIONAL_GRID_CELL,"Cell COARSE_C03253 (27.196N, 88.616E)",COARSE_C03253,East Sikkim,27.196,88.616,+6h,0.5839,High,HIGH,0.9165,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00127,REGIONAL_GRID_CELL,"Cell COARSE_C03254 (27.196N, 88.617E)",COARSE_C03254,East Sikkim,27.196,88.617,+6h,0.5798,High,HIGH,0.9091,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00128,REGIONAL_GRID_CELL,"Cell COARSE_C03255 (27.196N, 88.618E)",COARSE_C03255,East Sikkim,27.196,88.618,+6h,0.6043,High,HIGH,0.9534,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00129,REGIONAL_GRID_CELL,"Cell COARSE_C03268 (27.196N, 88.631E)",COARSE_C03268,East Sikkim,27.196,88.631,+6h,0.6281,High,HIGH,0.9965,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00130,REGIONAL_GRID_CELL,"Cell COARSE_C03269 (27.196N, 88.632E)",COARSE_C03269,East Sikkim,27.196,88.632,+6h,0.5926,High,HIGH,0.9322,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00131,REGIONAL_GRID_CELL,"Cell COARSE_C03270 (27.196N, 88.633E)",COARSE_C03270,East Sikkim,27.196,88.633,+6h,0.6123,High,HIGH,0.9679,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00132,REGIONAL_GRID_CELL,"Cell COARSE_C03418 (27.197N, 88.580E)",COARSE_C03418,East Sikkim,27.197,88.58,+6h,0.5513,High,HIGH,0.8574,0.26,18.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00133,REGIONAL_GRID_CELL,"Cell COARSE_C03422 (27.197N, 88.584E)",COARSE_C03422,East Sikkim,27.197,88.584,+6h,0.6019,High,HIGH,0.949,0.26,18.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00134,REGIONAL_GRID_CELL,"Cell COARSE_C03449 (27.197N, 88.611E)",COARSE_C03449,East Sikkim,27.197,88.611,+6h,0.6278,High,HIGH,0.996,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00135,REGIONAL_GRID_CELL,"Cell COARSE_C03450 (27.197N, 88.612E)",COARSE_C03450,East Sikkim,27.197,88.612,+6h,0.6269,High,HIGH,0.9943,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00136,REGIONAL_GRID_CELL,"Cell COARSE_C03455 (27.197N, 88.617E)",COARSE_C03455,East Sikkim,27.197,88.617,+6h,0.5803,High,HIGH,0.9099,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00137,REGIONAL_GRID_CELL,"Cell COARSE_C03456 (27.197N, 88.618E)",COARSE_C03456,East Sikkim,27.197,88.618,+6h,0.5796,High,HIGH,0.9087,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00138,REGIONAL_GRID_CELL,"Cell COARSE_C03457 (27.197N, 88.619E)",COARSE_C03457,East Sikkim,27.197,88.619,+6h,0.5783,High,HIGH,0.9064,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00139,REGIONAL_GRID_CELL,"Cell COARSE_C03458 (27.197N, 88.620E)",COARSE_C03458,East Sikkim,27.197,88.62,+6h,0.5867,High,HIGH,0.9215,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00140,REGIONAL_GRID_CELL,"Cell COARSE_C03461 (27.197N, 88.623E)",COARSE_C03461,East Sikkim,27.197,88.623,+6h,0.5775,High,HIGH,0.9048,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00141,REGIONAL_GRID_CELL,"Cell COARSE_C03462 (27.197N, 88.624E)",COARSE_C03462,East Sikkim,27.197,88.624,+6h,0.6051,High,HIGH,0.9549,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00142,REGIONAL_GRID_CELL,"Cell COARSE_C03464 (27.197N, 88.626E)",COARSE_C03464,East Sikkim,27.197,88.626,+6h,0.5757,High,HIGH,0.9017,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00143,REGIONAL_GRID_CELL,"Cell COARSE_C03465 (27.197N, 88.627E)",COARSE_C03465,East Sikkim,27.197,88.627,+6h,0.5812,High,HIGH,0.9115,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00144,REGIONAL_GRID_CELL,"Cell COARSE_C03469 (27.197N, 88.631E)",COARSE_C03469,East Sikkim,27.197,88.631,+6h,0.6042,High,HIGH,0.9532,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00145,REGIONAL_GRID_CELL,"Cell COARSE_C03470 (27.197N, 88.632E)",COARSE_C03470,East Sikkim,27.197,88.632,+6h,0.5749,High,HIGH,0.9002,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00146,REGIONAL_GRID_CELL,"Cell COARSE_C03471 (27.197N, 88.633E)",COARSE_C03471,East Sikkim,27.197,88.633,+6h,0.6049,High,HIGH,0.9545,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00147,REGIONAL_GRID_CELL,"Cell COARSE_C03649 (27.198N, 88.610E)",COARSE_C03649,East Sikkim,27.198,88.61,+6h,0.6281,High,HIGH,0.9965,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00148,REGIONAL_GRID_CELL,"Cell COARSE_C03668 (27.198N, 88.629E)",COARSE_C03668,East Sikkim,27.198,88.629,+6h,0.5699,High,HIGH,0.8911,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00149,REGIONAL_GRID_CELL,"Cell COARSE_C03669 (27.198N, 88.630E)",COARSE_C03669,East Sikkim,27.198,88.63,+6h,0.5871,High,HIGH,0.9222,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00150,REGIONAL_GRID_CELL,"Cell COARSE_C03673 (27.198N, 88.634E)",COARSE_C03673,East Sikkim,27.198,88.634,+6h,0.6005,High,HIGH,0.9465,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00151,REGIONAL_GRID_CELL,"Cell COARSE_C03674 (27.198N, 88.635E)",COARSE_C03674,East Sikkim,27.198,88.635,+6h,0.5728,High,HIGH,0.8963,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00152,REGIONAL_GRID_CELL,"Cell COARSE_C03876 (27.199N, 88.636E)",COARSE_C03876,East Sikkim,27.199,88.636,+6h,0.574,High,HIGH,0.8986,0.26,18.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00153,REGIONAL_GRID_CELL,"Cell COARSE_C04024 (27.200N, 88.583E)",COARSE_C04024,East Sikkim,27.2,88.583,+6h,0.6094,High,HIGH,0.9631,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00154,REGIONAL_GRID_CELL,"Cell COARSE_C04025 (27.200N, 88.584E)",COARSE_C04025,East Sikkim,27.2,88.584,+6h,0.6101,High,HIGH,0.9644,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00155,REGIONAL_GRID_CELL,"Cell COARSE_C04027 (27.200N, 88.586E)",COARSE_C04027,East Sikkim,27.2,88.586,+6h,0.5509,High,HIGH,0.8572,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00156,REGIONAL_GRID_CELL,"Cell COARSE_C04030 (27.200N, 88.589E)",COARSE_C04030,East Sikkim,27.2,88.589,+6h,0.5966,High,HIGH,0.9399,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00157,REGIONAL_GRID_CELL,"Cell COARSE_C04050 (27.200N, 88.609E)",COARSE_C04050,East Sikkim,27.2,88.609,+6h,0.6216,High,HIGH,0.9955,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00158,REGIONAL_GRID_CELL,"Cell COARSE_C04061 (27.200N, 88.620E)",COARSE_C04061,East Sikkim,27.2,88.62,+6h,0.5984,High,HIGH,0.9533,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00159,REGIONAL_GRID_CELL,"Cell COARSE_C04249 (27.201N, 88.607E)",COARSE_C04249,East Sikkim,27.201,88.607,+6h,0.6214,High,HIGH,0.9952,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00160,REGIONAL_GRID_CELL,"Cell COARSE_C04450 (27.202N, 88.607E)",COARSE_C04450,East Sikkim,27.202,88.607,+6h,0.6217,High,HIGH,0.9958,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00161,REGIONAL_GRID_CELL,"Cell COARSE_C04476 (27.202N, 88.633E)",COARSE_C04476,East Sikkim,27.202,88.633,+6h,0.5657,High,HIGH,0.8939,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00162,REGIONAL_GRID_CELL,"Cell COARSE_C04639 (27.203N, 88.595E)",COARSE_C04639,East Sikkim,27.203,88.595,+6h,0.5759,High,HIGH,0.9024,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00163,REGIONAL_GRID_CELL,"Cell COARSE_C04653 (27.203N, 88.609E)",COARSE_C04653,East Sikkim,27.203,88.609,+6h,0.598,High,HIGH,0.9526,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00164,REGIONAL_GRID_CELL,"Cell COARSE_C04685 (27.203N, 88.641E)",COARSE_C04685,East Sikkim,27.203,88.641,+6h,0.5712,High,HIGH,0.9038,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00165,REGIONAL_GRID_CELL,"Cell COARSE_C04688 (27.203N, 88.644E)",COARSE_C04688,East Sikkim,27.203,88.644,+6h,0.5559,High,HIGH,0.876,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00166,REGIONAL_GRID_CELL,"Cell COARSE_C04690 (27.203N, 88.646E)",COARSE_C04690,East Sikkim,27.203,88.646,+6h,0.5508,High,HIGH,0.8667,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00167,REGIONAL_GRID_CELL,"Cell COARSE_C04692 (27.203N, 88.648E)",COARSE_C04692,East Sikkim,27.203,88.648,+6h,0.6102,High,HIGH,0.9748,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00168,REGIONAL_GRID_CELL,"Cell COARSE_C04846 (27.204N, 88.601E)",COARSE_C04846,East Sikkim,27.204,88.601,+6h,0.6201,High,HIGH,0.9929,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00169,REGIONAL_GRID_CELL,"Cell COARSE_C04849 (27.204N, 88.604E)",COARSE_C04849,East Sikkim,27.204,88.604,+6h,0.6211,High,HIGH,0.9947,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00170,REGIONAL_GRID_CELL,"Cell COARSE_C04887 (27.204N, 88.642E)",COARSE_C04887,East Sikkim,27.204,88.642,+6h,0.5892,High,HIGH,0.9367,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00171,REGIONAL_GRID_CELL,"Cell COARSE_C04890 (27.204N, 88.645E)",COARSE_C04890,East Sikkim,27.204,88.645,+6h,0.554,High,HIGH,0.8725,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00172,REGIONAL_GRID_CELL,"Cell COARSE_C04891 (27.204N, 88.646E)",COARSE_C04891,East Sikkim,27.204,88.646,+6h,0.5669,High,HIGH,0.8961,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00173,REGIONAL_GRID_CELL,"Cell COARSE_C04892 (27.204N, 88.647E)",COARSE_C04892,East Sikkim,27.204,88.647,+6h,0.5772,High,HIGH,0.9148,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00174,REGIONAL_GRID_CELL,"Cell COARSE_C05028 (27.205N, 88.582E)",COARSE_C05028,East Sikkim,27.205,88.582,+6h,0.6035,High,HIGH,0.9524,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00175,REGIONAL_GRID_CELL,"Cell COARSE_C05048 (27.205N, 88.602E)",COARSE_C05048,East Sikkim,27.205,88.602,+6h,0.6189,High,HIGH,0.9906,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00176,REGIONAL_GRID_CELL,"Cell COARSE_C05088 (27.205N, 88.642E)",COARSE_C05088,East Sikkim,27.205,88.642,+6h,0.5926,High,HIGH,0.9429,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00177,REGIONAL_GRID_CELL,"Cell COARSE_C05089 (27.205N, 88.643E)",COARSE_C05089,East Sikkim,27.205,88.643,+6h,0.5545,High,HIGH,0.8735,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00178,REGIONAL_GRID_CELL,"Cell COARSE_C05092 (27.205N, 88.646E)",COARSE_C05092,East Sikkim,27.205,88.646,+6h,0.5569,High,HIGH,0.8778,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00179,REGIONAL_GRID_CELL,"Cell COARSE_C05096 (27.205N, 88.650E)",COARSE_C05096,East Sikkim,27.205,88.65,+6h,0.5566,High,HIGH,0.8774,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
